422,Automobile,2,6,,,,,,,,,,,,,
423,Autres Services,2,3,,,,,,,,,,,,,
424,Tourisme,2,3,,,,,,,,,,,,,
425,Finance,0,3,,,,,,,,,,,,,
426,Informatique,2,6,,,,,,,,,,,,,
427,Santé,2,5,,,,,,,,,,,,,
428,Santé,2,4,,,,,,,,,,,,,
429,Santé,2,4,,,,,,,,,,,,,
430,Logistique,0,3,,,,,,,,,,,,,
431,Autres Services,2,4,,,,,,,,,,,,,
432,Santé,0,3,,,,,,,,,,,,,
433,Tourisme,3,4,,,,,,,,,,,,,
434,Tourisme,4,6,,,,,,,,,,,,,
435,Production,2,5,,,,,,,,,,,,,
436,Production,2,5,,,,,,,,,,,,,
437,Tourisme,2,6,,,,,,,,,,,,,
438,Immobilier,2,5,,,,,,,,,,,,,
439,Autres Services,3,6,,,,,,,,,,,,,
440,Logistique,2,3,,,,,,,,,,,,,
441,Tourisme,3,3,,,,,,,,,,,,,
442,BTP,2,4,,,,,,,,,,,,,
443,Finance,0,3,,,,,,,,,,,,,
444,Tourisme,4,6,,,,,,,,,,,,,
445,Tourisme,3,3,,,,,,,,,,,,,
446,Tourisme,2,6,,,,,,,,,,,,,
447,Tourisme,3,4,,,,,,,,,,,,,
448,Autres Services,2,3,,,,,,,,,,,,,
449,Éducation,2,1,,,,,,,,,,,,,
450,Automobile,2,6,,,,,,,,,,,,,
451,Production,2,3,,,,,,,,,,,,,
452,Tourisme,2,3,,,,,,,,,,,,,
453,Production,0,3,,,,,,,,,,,,,
454,Production,2,6,,,,,,,,,,,,,
455,Logistique,0,3,,,,,,,,,,,,,
456,Logistique,0,3,,,,,,,,,,,,,
457,Finance,0,3,,,,,,,,,,,,,
458,Production,2,4,,,,,,,,,,,,,
459,Autres Services,2,3,,,,,,,,,,,,,
460,Autres Services,2,6,,,,,,,,,,,,,
461,Finance,0,3,,,,,,,,,,,,,
462,Autres Services,2,5,,,,,,,,,,,,,
463,Centre d'Appel,0,3,,,,,,,,,,,,,
464,Santé,3,3,,,,,,,,,,,,,
465,Immobilier,2,4,,,,,,,,,,,,,
466,Tourisme,2,3,,,,,,,,,,,,,
467,Tourisme,0,0,,,,,,,,,,,,,
468,Santé,2,6,,,,,,,,,,,,,
469,Aéroportuaire,0,3,,,,,,,,,,,,,
470,Production,2,0,,,,,,,,,,,,,
471,Production,2,3,,,,,,,,,,,,,
472,Finance,0,3,,,,,,,,,,,,,
473,Autres Services,2,5,,,,,,,,,,,,,
474,Autres Services,2,4,,,,,,,,,,,,,
475,Autres Services,2,4,,,,,,,,,,,,,
476,BTP,2,3,,,,,,,,,,,,,
477,Santé,0,3,,,,,,,,,,,,,
478,Ameublement,2,3,,,,,,,,,,,,,
479,Ameublement,2,1,,,,,,,,,,,,,
480,Autres Services,0,3,,,,,,,,,,,,,
481,Tourisme,2,3,,,,,,,,,,,,,
482,Tourisme,2,0,,,,,,,,,,,,,
483,Tourisme,2,3,,,,,,,,,,,,,
484,Tourisme,2,3,,,,,,,,,,,,,
485,Tourisme,2,6,,,,,,,,,,,,,
486,Distibution,2,3,,,,,,,,,,,,,
487,Aéroportuaire,2,0,,,,,,,,,,,,,
488,Santé,2,5,,,,,,,,,,,,,
489,Santé,0,1,,,,,,,,,,,,,
490,Tourisme,2,3,,,,,,,,,,,,,
491,Tourisme,2,3,,,,,,,,,,,,,
492,Sécurité,2,2,,,,,,,,,,,,,
493,Distibution,0,1,,,,,,,,,,,,,
494,Distibution,2,3,,,,,,,,,,,,,
495,Distibution,3,6,,,,,,,,,,,,,
496,Distibution,0,1,,,,,,,,,,,,,
497,Distibution,0,3,,,,,,,,,,,,,
498,Réseaux,2,4,,,,,,,,,,,,,
499,Tourisme,2,4,,,,,,,,,,,,,
500,Marketing,0,3,,,,,,,,,,,,,
501,Distibution,0,2,,,,,,,,,,,,,
502,Autres Services,2,4,,,,,,,,,,,,,
503,Informatique,2,4,,,,,,,,,,,,,
